3627, 76, 58, 4805
3630, 76, 58, 5766
3627, 95, 81, 5766
3538, 58, 63, 4805
3524, 44, 54, 5766
3526, 44, 54, 4805
3533, 44, 54, 6727
3527, 5, 16, 4805
3533, 5, 16, 4805
3519, 5, 19, 4805
3533, 12, 19, 4805
3514, 2, 14, 13454
3515, 2, 14, 6727
3517, 2, 14, 9610
3521, 2, 14, 11532
3529, 2, 14, 4805
3529, 17, 56, 6727
3510, 8, 20, 7688
3499, 4, 15, 6727
3501, 4, 15, 7688
3480, 26, 71, 6727
3478, 11, 82, 13454
3475, 70, 47, 4805
3466, 59, 65, 4805
3471, 23, 58, 4805
3464, 98, 86, 4805
3470, 98, 86, 5766
