1745, 2, 89, 484
1746, 1, 89, 242
1709, 30, 27, 242
1693, 10, 29, 242
1695, 10, 29, 242
1697, 10, 29, 484
1700, 10, 29, 605
1702, 10, 29, 726
1706, 77, 71, 242
1693, 21, 19, 363
1697, 21, 19, 242
1692, 1, 17, 242
1695, 1, 17, 242
1698, 1, 17, 242
1700, 1, 17, 242
1702, 1, 17, 242
1693, 18, 38, 484
1695, 18, 38, 484
1692, 12, 50, 605
1693, 12, 50, 242
1695, 12, 50, 242
1691, 16, 31, 363
1685, 0, 43, 363
1687, 0, 43, 363
1686, 14, 49, 968
1687, 14, 49, 605
1688, 14, 49, 484
1689, 14, 49, 484
1686, 89, 85, 484
1687, 89, 85, 242
1679, 15, 35, 242
1683, 15, 35, 242
1685, 15, 35, 363
1686, 15, 35, 363
1688, 15, 35, 363
1671, 20, 37, 363
1677, 20, 37, 363
1681, 20, 37, 363
1683, 20, 37, 363
1687, 94, 88, 242
1679, 0, 66, 484
1680, 0, 66, 726
1682, 0, 66, 2057
1683, 0, 66, 726
1688, 0, 66, 242
1686, 36, 48, 242
1684, 1, 91, 242
1686, 1, 91, 242
1683, 2, 91, 726
1685, 2, 91, 363
1687, 2, 91, 242
1684, 4, 96, 242
1683, 2, 88, 242
1679, 7, 85, 242
1681, 7, 85, 484
1679, 21, 87, 484
1679, 23, 75, 242
1680, 23, 75, 242
1680, 8, 53, 484
1671, 20, 46, 242
1650, 26, 23, 484
1654, 26, 23, 242
1643, 98, 89, 242
1626, 60, 37, 242
1604, 95, 89, 242
1603, 32, 54, 484
1497, 3, 18, 242
1478, 24, 28, 242
1480, 24, 28, 242
1477, 25, 28, 242
1479, 25, 28, 242
1481, 25, 28, 242
1477, 25, 43, 242
1478, 24, 43, 242
