347, 35, 47, 726
326, 28, 28, 605
323, 14, 20, 363
319, 81, 73, 242
296, 98, 83, 484
289, 60, 35, 605
285, 77, 66, 847
273, 4, 17, 242
274, 4, 17, 605
271, 60, 35, 363
272, 4, 13, 726
266, 51, 62, 726
269, 51, 62, 242
248, 50, 61, 242
252, 50, 61, 242
255, 50, 61, 242
257, 50, 61, 726
258, 4, 13, 363
248, 6, 17, 242
252, 6, 17, 484
253, 6, 17, 484
255, 6, 17, 726
249, 4, 16, 242
235, 2, 96, 484
236, 2, 96, 484
210, 4, 16, 242
212, 4, 16, 242
214, 4, 16, 726
216, 4, 16, 847
219, 4, 16, 605
221, 4, 16, 605
225, 4, 16, 605
228, 4, 16, 726
226, 10, 20, 242
206, 7, 16, 484
207, 7, 16, 242
210, 7, 16, 484
214, 7, 16, 1089
216, 7, 16, 726
216, 19, 20, 605
210, 9, 20, 242
210, 14, 18, 242
212, 14, 18, 605
187, 19, 21, 363
188, 19, 21, 363
189, 19, 21, 363
198, 19, 21, 484
200, 19, 21, 3146
202, 19, 21, 605
207, 19, 21, 605
209, 19, 21, 726
161, 58, 35, 605
167, 58, 35, 484
172, 58, 35, 968
174, 58, 35, 242
178, 58, 35, 363
182, 58, 35, 847
187, 58, 35, 726
190, 58, 35, 484
197, 58, 35, 968
202, 58, 35, 605
205, 12, 17, 968
203, 22, 37, 242
195, 20, 36, 363
196, 20, 36, 1210
200, 20, 36, 847
204, 96, 99, 484
201, 6, 17, 726
203, 6, 17, 2178
201, 4, 13, 847
188, 14, 23, 1815
190, 14, 23, 847
197, 14, 23, 1694
198, 14, 23, 968
191, 12, 15, 847
192, 12, 15, 484
195, 12, 15, 484
196, 12, 15, 1573
187, 4, 14, 1210
188, 4, 14, 242
191, 4, 14, 605
180, 65, 66, 242
182, 65, 66, 363
184, 65, 66, 242
186, 65, 66, 363
173, 22, 36, 726
176, 22, 36, 242
177, 22, 36, 968
179, 22, 36, 968
183, 22, 36, 363
185, 22, 36, 242
187, 22, 36, 605
188, 22, 36, 1210
184, 27, 43, 484
187, 27, 43, 242
189, 27, 43, 242
174, 18, 35, 242
175, 18, 35, 242
177, 18, 35, 242
179, 18, 35, 484
182, 18, 35, 726
184, 18, 35, 726
186, 18, 35, 242
189, 18, 35, 242
183, 75, 51, 242
189, 75, 51, 242
175, 16, 21, 2299
176, 16, 21, 363
179, 16, 21, 605
182, 16, 21, 847
179, 11, 41, 242
176, 6, 16, 363
177, 6, 16, 242
174, 21, 41, 242
174, 10, 36, 726
175, 18, 31, 242
177, 18, 31, 484
175, 21, 13, 363
173, 22, 41, 484
175, 22, 41, 242
177, 22, 41, 605
173, 27, 43, 242
175, 27, 43, 605
173, 45, 53, 242
169, 58, 68, 242
172, 58, 68, 242
173, 58, 68, 363
172, 14, 16, 2178
173, 14, 16, 4598
165, 21, 23, 242
162, 22, 32, 605
116, 95, 82, 242
