3253, 61, 51, 484
3221, 59, 64, 242
3183, 74, 44, 605
3181, 57, 34, 484
3182, 57, 34, 242
3182, 42, 60, 242
3150, 57, 32, 242
3151, 57, 32, 363
3161, 57, 32, 363
3166, 57, 32, 242
3168, 57, 32, 363
3176, 57, 32, 363
3173, 44, 54, 242
3163, 1, 19, 242
3167, 1, 19, 363
3170, 1, 19, 242
3172, 1, 19, 363
3174, 1, 19, 242
3152, 62, 64, 484
3153, 63, 40, 363
3156, 63, 40, 242
3141, 77, 77, 484
3125, 55, 31, 726
3128, 55, 31, 242
3133, 55, 31, 242
3136, 55, 31, 363
3137, 55, 31, 242
3140, 55, 31, 484
3133, 20, 53, 242
3105, 30, 41, 242
3085, 3, 14, 242
3077, 60, 37, 242
2982, 23, 29, 242
