3640, 74, 56, 484
3626, 76, 58, 363
3627, 76, 58, 605
3630, 76, 58, 726
3633, 76, 58, 363
3636, 76, 58, 242
3627, 95, 81, 726
3620, 49, 57, 484
3601, 61, 58, 242
3584, 98, 80, 242
3586, 84, 76, 242
3563, 57, 65, 363
3565, 57, 65, 363
3567, 57, 65, 363
3572, 57, 65, 242
3574, 57, 65, 242
3570, 36, 27, 242
3573, 36, 27, 363
3575, 2, 18, 242
3573, 31, 47, 242
3570, 32, 21, 242
3570, 0, 19, 242
3561, 62, 55, 242
3556, 17, 20, 242
3543, 18, 19, 242
3545, 18, 19, 242
3547, 18, 19, 242
3544, 17, 19, 242
3546, 17, 19, 242
3548, 17, 19, 242
3547, 59, 62, 242
3544, 2, 14, 242
3543, 18, 86, 484
3531, 58, 63, 242
3537, 58, 63, 484
3538, 58, 63, 605
3524, 44, 54, 726
3526, 44, 54, 605
3527, 44, 54, 242
3529, 44, 54, 484
3531, 44, 54, 242
3533, 44, 54, 847
3535, 44, 54, 242
3537, 44, 54, 484
3539, 44, 54, 242
3537, 44, 42, 363
3532, 22, 72, 242
3535, 22, 72, 242
3536, 22, 72, 242
3524, 5, 16, 363
3526, 5, 16, 363
3527, 5, 16, 605
3529, 5, 16, 242
3531, 5, 16, 242
3533, 5, 16, 605
3519, 5, 19, 605
3521, 5, 19, 242
3522, 5, 19, 242
3524, 5, 19, 242
3528, 5, 19, 242
3530, 5, 19, 242
3533, 5, 19, 242
3530, 12, 19, 484
3533, 12, 19, 605
3525, 0, 18, 242
3526, 0, 18, 242
3530, 0, 18, 484
3532, 0, 18, 363
3533, 0, 18, 363
3514, 2, 14, 1694
3515, 2, 14, 847
3517, 2, 14, 1210
3521, 2, 14, 1452
3524, 2, 14, 363
3525, 2, 14, 242
3529, 2, 14, 605
3533, 2, 14, 363
3527, 36, 51, 242
3529, 36, 51, 242
3529, 17, 56, 847
3530, 33, 54, 484
3511, 43, 54, 242
3507, 57, 67, 242
3510, 18, 16, 242
3510, 8, 20, 968
3503, 21, 40, 242
3497, 4, 15, 242
3499, 4, 15, 847
3501, 4, 15, 968
3496, 7, 39, 242
3497, 7, 39, 363
3500, 7, 39, 242
3497, 21, 40, 242
3498, 2, 39, 242
3485, 44, 48, 242
3483, 12, 71, 242
3483, 6, 82, 363
3484, 6, 82, 484
3480, 75, 50, 484
3482, 75, 50, 242
3481, 19, 50, 242
3479, 61, 48, 242
3480, 61, 48, 242
3477, 25, 71, 484
3476, 26, 71, 484
3478, 26, 71, 242
3480, 26, 71, 847
3478, 11, 82, 1694
3476, 26, 36, 242
3475, 70, 47, 605
3463, 59, 65, 484
3466, 59, 65, 605
3468, 59, 65, 242
3471, 23, 58, 605
3472, 23, 58, 363
3471, 98, 100, 363
3464, 98, 86, 605
3469, 98, 86, 242
3470, 98, 86, 726
3378, 2, 35, 363
