2506, 40, 50, 242
2481, 27, 30, 847
2475, 5, 31, 242
2448, 32, 44, 605
2450, 32, 44, 484
2451, 32, 44, 363
2452, 32, 44, 242
2456, 32, 44, 847
2419, 3, 17, 242
2420, 3, 17, 363
2422, 3, 17, 726
2426, 3, 17, 363
2427, 3, 17, 242
2429, 3, 17, 484
2430, 3, 17, 242
2436, 3, 17, 363
2438, 3, 17, 363
2418, 7, 19, 363
2420, 7, 19, 242
2422, 7, 19, 363
2404, 0, 21, 242
2406, 0, 21, 363
2408, 0, 21, 363
2410, 0, 21, 242
2412, 0, 21, 484
2403, 1, 21, 242
2405, 1, 21, 847
2409, 1, 21, 605
2411, 1, 21, 847
2413, 1, 21, 605
2403, 7, 20, 363
2404, 7, 20, 605
2409, 7, 20, 968
2411, 7, 20, 363
2413, 7, 20, 847
2414, 7, 20, 484
2403, 11, 36, 726
2404, 11, 36, 242
2405, 11, 36, 363
2403, 0, 26, 1089
2404, 0, 26, 242
2403, 47, 56, 242
2403, 8, 36, 242
2403, 42, 52, 242
2394, 37, 95, 484
2395, 37, 95, 363
2374, 0, 52, 484
2373, 33, 25, 242
2324, 90, 78, 726
2325, 90, 78, 242
2326, 90, 78, 242
2323, 99, 81, 605
2324, 99, 81, 968
2310, 1, 35, 242
2291, 1, 35, 242
2271, 32, 27, 484
2270, 0, 43, 242
2222, 25, 29, 363
2224, 25, 29, 242
2222, 54, 49, 363
