701, 3, 38, 242
687, 35, 48, 242
680, 27, 27, 605
641, 77, 75, 242
606, 77, 68, 847
607, 77, 68, 847
603, 43, 52, 242
603, 78, 71, 484
586, 70, 50, 484
588, 70, 50, 484
589, 70, 50, 605
592, 70, 50, 242
591, 26, 38, 242
586, 10, 32, 242
589, 10, 32, 242
579, 10, 35, 1210
580, 10, 35, 242
581, 10, 35, 484
576, 38, 47, 242
578, 38, 47, 242
579, 18, 55, 242
578, 11, 46, 242
561, 21, 50, 363
551, 9, 15, 242
555, 9, 15, 484
543, 41, 53, 726
545, 41, 53, 484
546, 41, 53, 242
548, 41, 53, 726
491, 75, 52, 242
470, 24, 31, 242
456, 27, 30, 605
